Date,demand_1359,demand_1295
2015-05-20,80000.0,30300.0
2015-05-21,380000.0,28900.0
2015-05-22,341000.0,74000.0
2015-05-25,95000.0,126100.0
2015-05-26,189000.0,102800.0
2015-05-27,1178000.0,150000.0
2015-05-28,218000.0,31500.0
2015-05-29,458000.0,18200.0
2015-06-01,244000.0,129000.0
2015-06-02,317000.0,105000.0
2015-06-03,369000.0,33100.0
2015-06-04,46000.0,130400.0
2015-06-05,575000.0,36900.0
2015-06-09,1259000.0,198700.0
2015-06-10,265000.0,104500.0
2015-06-11,223000.0,79300.0
2015-06-12,176000.0,151600.0
2015-06-15,414000.0,83000.0
2015-06-16,143000.0,100000.0
2015-06-17,131000.0,75000.0
2015-06-18,85000.0,122200.0
2015-06-19,440000.0,71100.0
2015-06-22,185000.0,143800.0
2015-06-23,230000.0,131000.0
2015-06-24,416000.0,90000.0
2015-06-25,999000.0,122300.0
2015-06-26,524000.0,14600.0
2015-06-29,34000.0,58000.0
2015-06-30,1223000.0,256000.0
2015-07-01,584000.0,96000.0
2015-07-02,1114000.0,113400.0
2015-07-03,672000.0,56000.0
2015-07-06,73000.0,159000.0
2015-07-07,182000.0,33000.0
2015-07-08,113000.0,44000.0
2015-07-09,335000.0,128000.0
2015-07-10,305000.0,110000.0
2015-07-13,184000.0,100000.0
2015-07-14,520000.0,259800.0
2015-07-15,386000.0,166200.0
2015-07-16,243000.0,110200.0
2015-07-17,6000.0,122500.0
2015-07-21,422000.0,84700.0
2015-07-22,376000.0,239200.0
2015-07-23,188000.0,146200.0
2015-07-24,277000.0,65600.0
2015-07-27,988000.0,85400.0
2015-07-28,287000.0,335500.0
2015-07-29,232000.0,162000.0
2015-07-30,5000.0,120200.0
2015-07-31,809000.0,141400.0
2015-08-03,373000.0,175000.0
2015-08-04,240000.0,145300.0
2015-08-05,405000.0,376300.0
2015-08-06,612000.0,56000.0
2015-08-07,1368000.0,68600.0
2015-08-10,39000.0,23500.0
2015-08-11,7000.0,50100.0
2015-08-14,485000.0,17500.0
2015-08-17,105000.0,169100.0
2015-08-18,670000.0,115200.0
2015-08-19,183000.0,130000.0
2015-08-20,291000.0,25000.0
2015-08-21,345000.0,43400.0
2015-08-24,152000.0,129200.0
2015-08-25,484000.0,72200.0
2015-08-26,189000.0,31000.0
2015-08-27,217000.0,106900.0
2015-08-28,87000.0,72000.0
2015-08-31,220000.0,77300.0
2015-09-01,379000.0,122700.0
2015-09-02,339000.0,59000.0
2015-09-03,625000.0,105200.0
2015-09-04,827000.0,46200.0
2015-09-07,334000.0,102000.0
2015-09-08,1181000.0,85700.0
2015-09-09,253000.0,176000.0
2015-09-10,107000.0,85300.0
2015-09-11,578000.0,47500.0
2015-09-14,677000.0,132500.0
2015-09-15,454000.0,117300.0
2015-09-16,294000.0,64600.0
2015-09-17,53000.0,124300.0
2015-09-18,194000.0,75100.0
2015-09-24,372000.0,176300.0
2015-09-25,338000.0,91200.0
2015-09-28,34000.0,90000.0
2015-09-29,119000.0,170600.0
2015-09-30,1167000.0,100000.0
2015-10-01,502000.0,128400.0
2015-10-02,400000.0,74500.0
2015-10-05,222000.0,132000.0
2015-10-06,56000.0,40000.0
2015-10-07,241000.0,165100.0
2015-10-08,879000.0,16000.0
2015-10-09,86000.0,29700.0
2015-10-13,342000.0,52700.0
2015-10-14,284000.0,75000.0
2015-10-15,161000.0,152000.0
2015-10-16,154000.0,188200.0
2015-10-19,188000.0,182100.0
2015-10-20,26000.0,82900.0
2015-10-21,372000.0,167000.0
2015-10-22,698000.0,64400.0
2015-10-23,91000.0,31000.0
2015-10-26,650000.0,182500.0
2015-10-27,1555000.0,93100.0
2015-10-28,301000.0,90100.0
2015-10-29,132000.0,61600.0
2015-10-30,451000.0,85000.0
2015-11-02,394000.0,180900.0
2015-11-04,269000.0,74000.0
2015-11-05,278000.0,158000.0
2015-11-06,150000.0,36500.0
2015-11-09,94000.0,88000.0
2015-11-10,664000.0,53100.0
2015-11-11,153000.0,143500.0
2015-11-12,286000.0,167000.0
2015-11-13,163000.0,6000.0
2015-11-16,214000.0,130000.0
2015-11-17,1542000.0,139200.0
2015-11-18,379000.0,76000.0
2015-11-19,1185000.0,14800.0
2015-11-20,259000.0,139500.0
2015-11-24,176000.0,136300.0
2015-11-25,227000.0,27800.0
2015-11-26,193000.0,178500.0
2015-11-27,272000.0,109200.0
2015-11-30,193000.0,162000.0
2015-12-01,182000.0,62500.0
2015-12-02,594000.0,188000.0
2015-12-03,314000.0,93300.0
2015-12-04,198000.0,96500.0
2015-12-07,419000.0,60000.0
2015-12-08,430000.0,132200.0
2015-12-09,586000.0,160000.0
2015-12-10,130000.0,21000.0
2015-12-11,159000.0,66100.0
2015-12-14,166000.0,224200.0
2015-12-15,1428000.0,74000.0
2015-12-16,203000.0,27000.0
2015-12-17,336000.0,236700.0
2015-12-18,360000.0,153200.0
2015-12-21,221000.0,91100.0
2015-12-22,236000.0,120600.0
2015-12-24,229000.0,37800.0
2015-12-25,98000.0,246300.0
2015-12-28,507000.0,29000.0
2016-01-05,479000.0,85800.0
2016-01-06,605000.0,93600.0
2016-01-07,355000.0,93000.0
2016-01-08,684000.0,116000.0
2016-01-12,508000.0,107700.0
2016-01-13,396000.0,142700.0
2016-01-14,357000.0,198600.0
2016-01-15,116000.0,62300.0
2016-01-18,296000.0,232000.0
2016-01-19,626000.0,211000.0
2016-01-20,413000.0,40000.0
2016-01-21,175000.0,127500.0
2016-01-22,257000.0,82500.0
2016-01-25,325000.0,64500.0
2016-01-26,808000.0,130900.0
2016-01-27,52000.0,58300.0
2016-01-28,522000.0,40500.0
2016-01-29,365000.0,36600.0
2016-02-01,525000.0,191000.0
2016-02-02,205000.0,95700.0
2016-02-03,796000.0,36500.0
2016-02-04,228000.0,57500.0
2016-02-05,331000.0,34000.0
2016-02-08,799000.0,124200.0
2016-02-09,369000.0,252500.0
2016-02-10,382000.0,132000.0
2016-02-12,356000.0,124800.0
2016-02-15,208000.0,140000.0
2016-02-16,298000.0,79300.0
2016-02-17,125000.0,67700.0
2016-02-18,247000.0,28800.0
2016-02-19,508000.0,29000.0
2016-02-22,257000.0,95200.0
2016-02-23,154000.0,65000.0
2016-02-24,516000.0,84500.0
2016-02-25,100000.0,129600.0
2016-02-26,346000.0,38000.0
2016-02-29,446000.0,60600.0
2016-03-01,164000.0,325000.0
2016-03-02,1362000.0,206800.0
2016-03-03,326000.0,239800.0
2016-03-04,234000.0,254300.0
2016-03-07,257000.0,51000.0
2016-03-08,136000.0,109500.0
2016-03-09,71000.0,94100.0
2016-03-10,281000.0,57800.0
2016-03-11,511000.0,73400.0
2016-03-14,195000.0,2000.0
2016-03-15,1085000.0,187000.0
2016-03-16,342000.0,80000.0
2016-03-17,245000.0,20100.0
2016-03-18,266000.0,41500.0
2016-03-22,240000.0,62200.0
2016-03-23,523000.0,100700.0
2016-03-24,318000.0,86000.0
2016-03-25,235000.0,119600.0
2016-03-28,161000.0,90200.0
2016-03-29,254000.0,96000.0
2016-03-30,101000.0,141500.0
2016-03-31,249000.0,213100.0
2016-04-01,283000.0,43000.0
2016-04-04,116000.0,132100.0
2016-04-05,480000.0,188100.0
2016-04-06,259000.0,116000.0
2016-04-07,482000.0,61000.0
2016-04-08,1362000.0,7000.0
2016-04-11,205000.0,171600.0
2016-04-12,105000.0,125000.0
2016-04-13,279000.0,172300.0
2016-04-14,86000.0,132000.0
2016-04-15,583000.0,171200.0
2016-04-18,233000.0,97100.0
2016-04-19,99000.0,121200.0
2016-04-20,108000.0,139000.0
2016-04-21,386000.0,127300.0
2016-04-22,334000.0,153000.0
2016-04-25,294000.0,220000.0
2016-04-26,212000.0,56200.0
2016-04-27,53000.0,230300.0
2016-04-28,382000.0,17300.0
2016-05-02,86000.0,21000.0
2016-05-06,315000.0,90000.0
2016-05-09,402000.0,153000.0
2016-05-10,1302000.0,91700.0
2016-05-11,124000.0,220000.0
2016-05-12,156000.0,98000.0
2016-05-13,403000.0,24200.0
2016-05-16,78000.0,82700.0
2016-05-17,253000.0,238700.0
2016-05-18,30000.0,86700.0
2016-05-19,179000.0,41000.0
2016-05-20,319000.0,89300.0
2016-05-23,641000.0,79500.0
2016-05-24,128000.0,96200.0
2016-05-25,606000.0,84000.0
2016-05-26,781000.0,70000.0
2016-05-27,338000.0,119600.0
2016-05-30,160000.0,20000.0
2016-05-31,543000.0,55500.0
2016-06-01,458000.0,153400.0
2016-06-02,259000.0,70700.0
2016-06-03,214000.0,64000.0
2016-06-06,244000.0,60000.0
2016-06-07,494000.0,194400.0
2016-06-08,994000.0,90000.0
2016-06-09,337000.0,132200.0
2016-06-10,667000.0,64300.0
2016-06-13,99000.0,134000.0
2016-06-14,902000.0,63500.0
2016-06-15,160000.0,69000.0
2016-06-16,148000.0,22400.0
2016-06-17,66000.0,3000.0
2016-06-20,374000.0,190600.0
2016-06-21,671000.0,136700.0
2016-06-22,340000.0,77000.0
2016-06-23,114000.0,122500.0
2016-06-27,556000.0,42000.0
2016-06-28,113000.0,285500.0
2016-06-29,208000.0,76100.0
2016-06-30,336000.0,305000.0
2016-07-01,700000.0,92100.0
2016-07-04,619000.0,88500.0
2016-07-05,1115000.0,59600.0
2016-07-06,49000.0,5000.0
2016-07-07,268000.0,215000.0
2016-07-08,265000.0,84000.0
2016-07-11,47000.0,59000.0
2016-07-12,126000.0,92300.0
2016-07-13,456000.0,94000.0
2016-07-14,134000.0,151100.0
2016-07-15,278000.0,42000.0
2016-07-19,274000.0,250500.0
2016-07-20,441000.0,10000.0
2016-07-21,495000.0,72500.0
2016-07-22,275000.0,160500.0
2016-07-25,314000.0,62000.0
2016-07-26,589000.0,115100.0
2016-07-27,161000.0,131000.0
2016-07-28,106000.0,50000.0
2016-07-29,318000.0,82500.0
2016-08-01,726000.0,162000.0
2016-08-02,329000.0,181200.0
2016-08-03,252000.0,91000.0
2016-08-04,171000.0,40300.0
2016-08-05,467000.0,172000.0
2016-08-08,183000.0,72200.0
2016-08-09,235000.0,94000.0
2016-08-10,26000.0,61000.0
2016-08-15,27000.0,1000.0
2016-08-16,20000.0,35000.0
2016-08-17,320000.0,129000.0
2016-08-18,834000.0,106000.0
2016-08-19,329000.0,117000.0
2016-08-22,170000.0,148500.0
2016-08-23,502000.0,30000.0
2016-08-24,643000.0,77000.0
2016-08-25,120000.0,81500.0
2016-08-26,758000.0,106200.0
2016-08-29,89000.0,110000.0
2016-08-30,253000.0,118300.0
2016-08-31,480000.0,125000.0
2016-09-01,411000.0,92900.0
2016-09-02,312000.0,113000.0
2016-09-05,467000.0,65000.0
2016-09-06,243000.0,21300.0
2016-09-07,462000.0,45300.0
2016-09-08,288000.0,67000.0
2016-09-09,124000.0,41300.0
2016-09-12,119000.0,101000.0
2016-09-13,523000.0,100500.0
2016-09-14,171000.0,116000.0
2016-09-15,267000.0,151000.0
2016-09-16,570000.0,60300.0
2016-09-20,102000.0,75500.0
2016-09-21,479000.0,172000.0
2016-09-23,291000.0,217500.0
2016-09-26,191000.0,44000.0
2016-09-27,259000.0,107100.0
2016-09-28,73000.0,87500.0
2016-09-29,42000.0,289000.0
2016-09-30,1566000.0,152000.0
2016-10-03,537000.0,202300.0
2016-10-04,379000.0,83000.0
2016-10-05,231000.0,173500.0
2016-10-06,252000.0,42000.0
2016-10-07,215000.0,122400.0
2016-10-11,2257000.0,76300.0
2016-10-12,162000.0,95500.0
2016-10-13,123000.0,40000.0
2016-10-14,496000.0,171000.0
2016-10-17,289000.0,106400.0
2016-10-18,68000.0,76500.0
2016-10-19,141000.0,107000.0
2016-10-20,632000.0,69000.0
2016-10-21,475000.0,121500.0
2016-10-24,180000.0,148300.0
2016-10-25,203000.0,43200.0
2016-10-26,308000.0,169800.0
2016-10-27,110000.0,119200.0
2016-10-28,119000.0,219500.0
2016-10-31,408000.0,65500.0
2016-11-01,759000.0,96000.0
2016-11-02,456000.0,68000.0
2016-11-04,1249000.0,98500.0
2016-11-07,392000.0,152200.0
2016-11-08,415000.0,72000.0
2016-11-09,427000.0,192200.0
2016-11-10,1182000.0,96700.0
2016-11-11,127000.0,125700.0
2016-11-14,259000.0,66000.0
2016-11-15,498000.0,220300.0
2016-11-16,330000.0,32300.0
2016-11-17,66000.0,138000.0
2016-11-18,340000.0,185000.0
2016-11-21,115000.0,206000.0
2016-11-22,577000.0,66600.0
2016-11-24,318000.0,84000.0
2016-11-25,71000.0,129400.0
2016-11-28,733000.0,123500.0
2016-11-29,109000.0,138000.0
2016-11-30,391000.0,232000.0
2016-12-01,329000.0,166700.0
2016-12-02,258000.0,96700.0
2016-12-05,210000.0,81700.0
2016-12-06,306000.0,231000.0
2016-12-07,284000.0,137200.0
2016-12-08,189000.0,51000.0
2016-12-09,655000.0,230400.0
2016-12-12,68000.0,47500.0
2016-12-13,573000.0,246000.0
2016-12-14,536000.0,70500.0
2016-12-15,263000.0,27200.0
2016-12-16,277000.0,79000.0
2016-12-19,397000.0,113200.0
2016-12-20,328000.0,113000.0
2016-12-21,284000.0,248000.0
2016-12-22,180000.0,220000.0
2016-12-26,286000.0,300000.0
2016-12-27,90000.0,31300.0
2016-12-28,140000.0,53000.0
